Title,URL,Exam_Date,degree,examCode,etype,type,result,grad,Regulation,Is_Supplementary,Exam_Type,Year,Semester
M.Pharmacy II Semester (R19) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=223&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mpharmacy,223,null,intgrade,grade17,pg,R19,Yes,Supplementary,Unknown,Unknown
M.Pharmacy III Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=224&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mpharmacy,224,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Pharmacy II Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=225&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mpharmacy,225,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Pharmacy I Semester (R17) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=226&grad=pg&etype=null&result=grade17&type=intgrade,23-JAN-2024,mpharmacy,226,null,intgrade,grade17,pg,R17,Yes,Supplementary,Unknown,Unknown
M.Pharmacy IV Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=227&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mpharmacy,227,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Pharmacy III Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=228&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mpharmacy,228,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Pharmacy II Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=229&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mpharmacy,229,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M.Pharmacy I Semester (R15)  Supplementary(One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=230&grad=pg&etype=null&result=grade&type=intgrade,23-JAN-2024,mpharmacy,230,null,intgrade,grade,pg,R15,Yes,Supplementary,Unknown,Unknown
M. Pharmacy II Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=231&grad=pg&etype=null&result=nograde,23-JAN-2024,mpharmacy,231,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M. Pharmacy I Semester (R13) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=232&grad=pg&etype=null&result=nograde,23-JAN-2024,mpharmacy,232,null,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
M. Pharmacy II Semester (R09) Supplementary (One time chance) Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=233&grad=pg&etype=null&result=nograde,23-JAN-2024,mpharmacy,233,null,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech IV Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1531&etype=rcrv,13-SEP-2022,btech,1531,rcrv,,,,R09,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1532&etype=rcrv,13-SEP-2022,btech,1532,rcrv,,,,R09,Yes,Supplementary,IV,I
RC/RV B.Tech III Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1533&etype=rcrv,13-SEP-2022,btech,1533,rcrv,,,,R09,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1534&etype=rcrv,13-SEP-2022,btech,1534,rcrv,,,,R09,Yes,Supplementary,III,I
RC/RV B.Tech II Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1535&etype=rcrv,13-SEP-2022,btech,1535,rcrv,,,,R09,Yes,Supplementary,II,II
RC/RV B.Tech II Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1536&etype=rcrv,13-SEP-2022,btech,1536,rcrv,,,,R09,Yes,Supplementary,II,I
RC/RV I B.Tech (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1537&etype=rcrv,13-SEP-2022,btech,1537,rcrv,,,,R09,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech IV Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1538&etype=rcrv,13-SEP-2022,btech,1538,rcrv,,,,R07,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1539&etype=rcrv,13-SEP-2022,btech,1539,rcrv,,,,R07,Yes,Supplementary,IV,I
RC/RV B.Tech III Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1540&etype=rcrv,13-SEP-2022,btech,1540,rcrv,,,,R07,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1541&etype=rcrv,13-SEP-2022,btech,1541,rcrv,,,,R07,Yes,Supplementary,III,I
RC/RV B.Tech II Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1542&etype=rcrv,13-SEP-2022,btech,1542,rcrv,,,,R07,Yes,Supplementary,II,II
RC/RV B.Tech II Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1543&etype=rcrv,13-SEP-2022,btech,1543,rcrv,,,,R07,Yes,Supplementary,II,I
RC/RV I B.Tech (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1544&etype=rcrv,13-SEP-2022,btech,1544,rcrv,,,,R07,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech IV Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=576&etype=rcrv,13-SEP-2022,btech,576,rcrv,,,,R05,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=577&etype=rcrv,13-SEP-2022,btech,577,rcrv,,,,R05,Yes,Supplementary,IV,I
RC/RV B.Tech III Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=578&etype=rcrv,13-SEP-2022,btech,578,rcrv,,,,R05,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=579&etype=rcrv,13-SEP-2022,btech,579,rcrv,,,,R05,Yes,Supplementary,III,I
RC/RV B.Tech II Year II Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=580&etype=rcrv,13-SEP-2022,btech,580,rcrv,,,,R05,Yes,Supplementary,II,II
RC/RV B.Tech II Year I Semester (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=581&etype=rcrv,13-SEP-2022,btech,581,rcrv,,,,R05,Yes,Supplementary,II,I
RC/RV  I B.Tech (R05) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=582&etype=rcrv,13-SEP-2022,btech,582,rcrv,,,,R05,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech IV Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=583&etype=rcrv,13-SEP-2022,btech,583,rcrv,,,,Unknown,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=584&etype=rcrv,13-SEP-2022,btech,584,rcrv,,,,Unknown,Yes,Supplementary,IV,I
RC/RV B.Tech III Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=585&etype=rcrv,13-SEP-2022,btech,585,rcrv,,,,Unknown,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=586&etype=rcrv,13-SEP-2022,btech,586,rcrv,,,,Unknown,Yes,Supplementary,III,I
RC/RV B.Tech II Year II Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=587&etype=rcrv,13-SEP-2022,btech,587,rcrv,,,,Unknown,Yes,Supplementary,II,II
RC/RV B.Tech II Year I Semester (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=588&etype=rcrv,13-SEP-2022,btech,588,rcrv,,,,Unknown,Yes,Supplementary,II,I
RC/RV I B.Tech  (RR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=589&etype=rcrv,13-SEP-2022,btech,589,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech IV Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=590&etype=rcrv,13-SEP-2022,btech,590,rcrv,,,,Unknown,Yes,Supplementary,IV,II
RC/RV B.Tech IV Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=591&etype=rcrv,13-SEP-2022,btech,591,rcrv,,,,Unknown,Yes,Supplementary,IV,I
RC/RV B.Tech III Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=592&etype=rcrv,13-SEP-2022,btech,592,rcrv,,,,Unknown,Yes,Supplementary,III,II
RC/RV B.Tech III Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=593&etype=rcrv,13-SEP-2022,btech,593,rcrv,,,,Unknown,Yes,Supplementary,III,I
RC/RV B.Tech II Year II Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=594&etype=rcrv,13-SEP-2022,btech,594,rcrv,,,,Unknown,Yes,Supplementary,II,II
RC/RV B.Tech II Year I Semester (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=595&etype=rcrv,13-SEP-2022,btech,595,rcrv,,,,Unknown,Yes,Supplementary,II,I
RC/RV B.Pharmacy IV Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=740&etype=rcrv,13-SEP-2022,,740,rcrv,,,,R09,Yes,Supplementary,IV,II
RC/RV B.Pharmacy IV Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=741&etype=rcrv,13-SEP-2022,,741,rcrv,,,,R09,Yes,Supplementary,IV,I
RC/RV B.Pharmacy III Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=743&etype=rcrv,13-SEP-2022,,743,rcrv,,,,R09,Yes,Supplementary,III,I
RC/RV I B.Pharmacy (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=746&etype=rcrv,13-SEP-2022,,746,rcrv,,,,R09,Yes,Supplementary,Unknown,Unknown
RC/RV B.Pharmacy IV Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=748&etype=rcrv,13-SEP-2022,,748,rcrv,,,,R07,Yes,Supplementary,IV,I
RC/RV B.Pharmacy III Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=750&etype=rcrv,13-SEP-2022,,750,rcrv,,,,R07,Yes,Supplementary,III,I
RC/RV B.Pharmacy II Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=&examCode=752&etype=rcrv,13-SEP-2022,,752,rcrv,,,,R07,Yes,Supplementary,II,I
RC/RV B.Tech.(CCC) IV Year (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99158&etype=rcrv,13-SEP-2022,btech,99158,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) III Year (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99159&etype=rcrv,13-SEP-2022,btech,99159,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) II Year (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99160&etype=rcrv,13-SEP-2022,btech,99160,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) I Year (NR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99161&etype=rcrv,13-SEP-2022,btech,99161,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) IV Year (OR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99162&etype=rcrv,13-SEP-2022,btech,99162,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) III Year (OR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99163&etype=rcrv,13-SEP-2022,btech,99163,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) II Year (OR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99164&etype=rcrv,13-SEP-2022,btech,99164,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV B.Tech.(CCC) I Year (OR) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=99165&etype=rcrv,13-SEP-2022,btech,99165,rcrv,,,,Unknown,Yes,Supplementary,Unknown,Unknown
RC/RV  M.B.A. IV Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=327&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mba,327,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV  M.B.A. III Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=328&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mba,328,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV  M.B.A. II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=329&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mba,329,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV  M.B.A. I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mba&examCode=330&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mba,330,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV M. Pharmacy I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mpharmacy&examCode=192&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mpharmacy,192,rcrv,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=360&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mtech,360,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=361&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mtech,361,rcrv,,nograde,pg,R13,Yes,Supplementary,Unknown,Unknown
RC/RV M.Tech. I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=mtech&examCode=363&grad=pg&etype=rcrv&result=nograde,13-SEP-2022,mtech,363,rcrv,,nograde,pg,R09,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1524,28-MAY-2022,btech,1524,,,,,R13,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1525,28-MAY-2022,btech,1525,,,,,R13,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1526,28-MAY-2022,btech,1526,,,,,R13,Yes,Supplementary,III,II
B.Tech III Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1527,28-MAY-2022,btech,1527,,,,,R13,Yes,Supplementary,III,I
B.Tech II Year II Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1528,28-MAY-2022,btech,1528,,,,,R13,Yes,Supplementary,II,II
B.Tech II Year I Semester (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1529,28-MAY-2022,btech,1529,,,,,R13,Yes,Supplementary,II,I
I B.Tech (R13) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1530,28-MAY-2022,btech,1530,,,,,R13,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1531,28-MAY-2022,btech,1531,,,,,R09,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1532,28-MAY-2022,btech,1532,,,,,R09,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1533,28-MAY-2022,btech,1533,,,,,R09,Yes,Supplementary,III,II
B.Tech III Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1534,28-MAY-2022,btech,1534,,,,,R09,Yes,Supplementary,III,I
B.Tech II Year II Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1535,28-MAY-2022,btech,1535,,,,,R09,Yes,Supplementary,II,II
B.Tech II Year I Semester (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1536,28-MAY-2022,btech,1536,,,,,R09,Yes,Supplementary,II,I
I B.Tech (R09) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1537,28-MAY-2022,btech,1537,,,,,R09,Yes,Supplementary,Unknown,Unknown
B.Tech IV Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1538,28-MAY-2022,btech,1538,,,,,R07,Yes,Supplementary,IV,II
B.Tech IV Year I Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1539,28-MAY-2022,btech,1539,,,,,R07,Yes,Supplementary,IV,I
B.Tech III Year II Semester (R07) Supplementary Examinations Results,http://results.jntuh.ac.in/jsp/SearchResult.jsp?degree=btech&examCode=1540,28-MAY-2022,btech,1540,,,,,R07,Yes,Supplementary,III,II
